Actor-Critic
15.0
14.0
18.0
17.5
16.4
15.166666666666666
15.428571428571429
15.125
15.666666666666666
15.5
15.090909090909092
16.333333333333332
16.23076923076923
17.357142857142858
19.4
19.875
19.529411764705884
19.833333333333332
19.31578947368421
19.0
20.285714285714285
21.5
21.304347826086957
20.791666666666668
20.68
20.73076923076923
20.37037037037037
20.25
20.137931034482758
19.933333333333334
21.096774193548388
21.375
21.242424242424242
21.176470588235293
21.057142857142857
20.97222222222222
20.756756756756758
21.07894736842105
20.871794871794872
21.375
21.536585365853657
22.11904761904762
22.3953488372093
22.227272727272727
22.066666666666666
22.0
22.659574468085108
22.4375
22.183673469387756
22.5
22.568627450980394
22.346153846153847
23.30188679245283
23.055555555555557
23.181818181818183
23.375
23.24561403508772
23.310344827586206
23.271186440677965
23.133333333333333
23.983606557377048
23.903225806451612
23.761904761904763
23.703125
23.692307692307693
23.545454545454547
23.402985074626866
23.220588235294116
23.3768115942029
23.257142857142856
23.169014084507044
23.194444444444443
23.041095890410958
22.905405405405407
23.133333333333333
23.013157894736842
23.025974025974026
22.91025641025641
22.936708860759495
22.95
23.555555555555557
23.475609756097562
23.542168674698797
23.404761904761905
23.4
23.25581395348837
23.24137931034483
23.181818181818183
23.44943820224719
23.433333333333334
23.36263736263736
23.26086956521739
23.698924731182796
23.595744680851062
23.6
23.489583333333332
23.371134020618555
23.73469387755102
23.707070707070706
24.0
24.21
24.51
24.57
24.69
24.73
24.78
24.92
24.96
24.98
25.11
25.3
25.74
25.81
25.95
25.62
25.82
26.16
26.18
26.34
26.44
27.0
27.1
27.64
28.45
29.28
29.28
29.87
30.26
30.82
30.96
30.71
30.67
31.19
31.39
31.57
32.49
32.62
32.78
32.92
32.94
33.11
33.31
33.51
33.83
33.99
35.11
36.04
37.61
38.34
39.48
40.92
41.56
41.44
42.33
42.71
43.15
43.63
45.63
46.18
46.46
46.71
47.47
48.88
50.29
51.6
52.12
53.07
54.41
54.8
55.64
55.97
56.52
57.08
58.41
58.81
60.96
61.26
61.97
62.4
62.89
62.84
63.25
63.77
64.61
65.22
66.09
66.71
68.11
68.65
69.02
71.23
71.77
72.1
72.7
73.53
74.28
75.53
76.88
77.21
77.27
78.29
79.12
80.17
81.85
83.06
83.85
84.9
87.11
90.26
92.43
94.72
95.38
97.21
98.79
100.97
102.75
104.74
106.12
107.63
108.79
109.95
110.95
114.01
115.08
116.77
118.54
120.26
121.87
122.59
124.56
125.58
126.98
127.22
127.65
128.35
128.63
129.42
129.69
130.45
130.9
131.11
130.99
131.35
131.43
131.96
131.12
130.68
129.75
129.49
128.94
127.9
128.04
128.39
128.13
128.16
128.47
129.43
128.03
128.3
129.12
128.98
128.85
127.91
130.01
129.94
130.54
131.28
132.97
134.03
134.16
135.08
135.54
135.98
135.58
135.5
134.31
135.17
135.91
136.31
137.71
138.67
140.57
141.52
141.6
141.69
141.92
142.24
142.04
142.89
143.36
142.5
144.21
144.97
146.64
147.78
147.82
147.87
148.04
148.2
148.57
149.83
149.89
149.33
149.84
149.18
149.16
148.86
149.45
146.91
146.8
144.96
144.41
143.83
142.58
141.88
140.68
139.28
138.86
138.57
139.66
138.32
138.38
135.88
134.69
133.07
132.39
130.76
129.36
128.64
127.21
127.25
126.26
126.0
126.04
125.63
124.86
124.71
124.91
124.78
124.69
124.88
125.08
124.88
124.99
124.86
125.36
125.08
125.4
125.54
125.25
125.16
124.85
124.62
124.6
125.0
125.1
124.26
124.57
124.18
123.52
123.28
123.09
